"id";"name";"mobile";"address";"rating";"votes";"established";"website";"mon_time";"tues_time";"wed_time";"thurs_time";"fri_time";"sat_time";"sun_time"
895;"Muscle & Power Gym";"+(91)-8826214988";"E-112, 3rd Floor, Chander Vihar, Delhi - 110041, Avobe Union Bank(Map)";"Null";"0";"2011";"Null";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"06:00 am - 10:00 am  06:00 pm - 10:00 pm";"Closed"
896;"Soumens Workout";"+(91)-9830216280";"Greater Kailash, Delhi - 110048";"Null";"0";"GymnasiumsGymnasium ";"http://www.soumensworkout.com";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
897;"Doorstep Fitness";"+(91)-9873305302";"Greater Kailash I, Delhi - 110048";"Null";"0";"Beauty SpasGymnasium";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
898;"HEALTH ACADEMY";"+(91)-9873804897";"A-3 Vishal Market, Tagore Garden, Tagore Garden, Delhi - 110027, Behind shiv mandir(Map)";"Null";"0";"Cash";"Null";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm"
899;"B E Gym";"+(91)-8750550755";"Najafghar Road, Nangloi, Delhi - 110041, Near Pani Ki Tanki";"Null";"0";"CashMaster CardVisa ";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
900;"Planet X Gym/Spa/Salon";"+(91)-9211571121";"Indirapuram, Delhi";"Null";"0";"GymnasiumsHealth Clu";"Null";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"Closed"
901;"Ricky gym";"+(91)-9911972311";"C-220, Shubash gali Nanak , Kotla Mubarakpur, Delhi - 110003, Chand basti(Map)";"Null";"0";"Cash";"Null";"06:00 am - 10:30 am  05:00 pm - 10:00 pm";"06:00 am - 10:30 am  05:00 pm - 10:00 pm";"06:00 am - 10:30 am  05:00 pm - 10:00 pm";"06:00 am - 10:30 am  05:00 pm - 10:00 pm";"06:00 am - 10:30 am  05:00 pm - 10:00 pm";"06:00 am - 10:30 am  05:00 pm - 10:00 pm";"06:00 am - 10:30 am  05:00 pm - 10:00 pm"
902;"Body Blast Gym";"Null";"41, Zamrudpur-Greater Kailash I, Delhi - 110048";"Null";"0";"Gymnasiums";"Null";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"Closed"
903;"XPLODE HEALTH CLUB";"+(91)-9213742058";"B-1/10, Basement, Rajouri Garden, Delhi - 110027, Near Raja Garden Chauk(Map)";"Null";"0";"Cash";"Null";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
904;"THE FITNESS HUb";"+(91)-8285560681";"B-1, Raja Garden, Delhi - 110015(Map)";"Null";"0";"2007";"Null";"06:00 am - 10:30 am  05:00 pm - 07:30 pm";"06:00 am - 10:30 am  05:00 pm - 07:30 pm";"06:00 am - 10:30 am  05:00 pm - 07:30 pm";"06:00 am - 10:30 am  05:00 pm - 07:30 pm";"06:00 am - 10:30 am  05:00 pm - 07:30 pm";"06:00 am - 10:30 am  05:00 pm - 07:30 pm";"05:30 am - 10:30 am  05:00 pm - 07:30 pm"
905;"Look me";"+(91)-8802697866";"Pocket A- 8/74 basement, Kalkaji Extension, Delhi - 110019, Backend of aggrawal sweets(Map)";"Null";"0";"Cash";"http://www.advancefitness.com";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm"
906;"a p property solution";"Null";"Greater Kailash, Delhi - 110048";"Null";"0";"GymnasiumsSlimming C";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm"
907;"Power zone";"+(91)-9810971488";"2678 a , Tughlakabad Extension, Delhi - 110019(Map)";"Null";"0";"2004";"Null";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
908;"The Gym 3D";"+(91)-9654960884";"RZ-266/19, Basement, Tughlakabad Extension, Delhi - 110019, Opp Tara Apartment(Map)";"Null";"0";"2015";"Null";"05:00 am - 10:00 am  05:00 pm - 09:00 pm";"05:00 am - 10:00 am  05:00 pm - 09:00 pm";"05:00 am - 10:00 am  05:00 pm - 09:00 pm";"05:00 am - 10:00 am  05:00 pm - 09:00 pm";"05:00 am - 10:00 am  05:00 pm - 09:00 pm";"05:00 am - 10:00 am  05:00 pm - 09:00 pm";"Closed"
909;"Gain weight loose weight";"+(91)-11-33637882";"C-338, Madipur, Paschim Vihar, Delhi - 110063, Near Doctor Ansaar Clinic(Map)";"Null";"0";"Cash";"Null";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm"
910;"Aarav Fitness";"+(91)-9654308993";"J-4/49, Dda flats, Kalkaji, Delhi - 110019(Map)";"Null";"0";"2014";"javascript:void(0);";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm"
911;"Rahul Personal Trainer";"+(91)-7042973370";"J-4, Kalkaji, Delhi - 110019(Map)";"Null";"0";"2010";"Null";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm"
912;"Attitude gym";"+(91)-9891919100";"m g road, Sikandarpur, Gurgaon - 122004, near metro pillar no. 53";"Null";"0";"2015";"Null";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm";"06:00 am - 12:00 pm  05:00 am - 10:00 pm"
913;"The Big Biceps Gym";"+(91)-9818242474";"Shop no.-4, Basement, Main sector-34 road, Noida Sector 35, Noida - 201307, Near Kribhco Apartment";"Null";"0";"2012";"Null";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"Closed"
914;"Team iron champs";"+(91)-7503030039";"Main road, Karhera, Ghaziabad - 201007, Near shani mandir";"Null";"0";"2015";"javascript:void(0);";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"Closed"
915;"Ovation Gym & Health Studio";"+(91)-9717032141";"A2/47., Rajouri Garden, Delhi - 110027(Map)";"Null";"0";"Gymnasiums";"Null";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"Closed"
916;"Malik food supplement supplier";"+(91)-9555375553";"B110 , Kalkaji, Delhi - 110019, Desh Bandhu College(Map)";"Null";"0";"2012";"javascript:void(0);";"06:00 am - 11:00 am  04:00 am - 10:00 pm";"06:00 am - 11:00 am  04:00 am - 10:00 pm";"06:00 am - 11:00 am  04:00 am - 10:00 pm";"06:00 am - 11:00 am  04:00 am - 10:00 pm";"06:00 am - 11:00 am  04:00 am - 10:00 pm";"06:00 am - 11:00 am  04:00 am - 10:00 pm";"Closed"
917;"STAR OVESION GYM";"+(91)-7503233753";"Plot no- 17, Basement , Shivaji Enclave, Rajouri Garden, Delhi - 110027, Near DDA Flats(Map)";"Null";"0";"Cash";"Null";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"Closed"
918;"Muscles & Fitness Gym";"+(91)-9871661786";"Ta-92, Okhla Main Rd, Tughlakabad Extension, Delhi - 110019, Op Shabnam Banquet";"Null";"0";"Cash";"Null";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"05:30 am - 11:30 pm";"Closed"
919;"Health For Gym";"+(91)-9810016897";"E-256, Amar Colony-Lajpat Nagar, Delhi - 110024, Near Tagore International School";"Null";"0";"2011";"javascript:void(0);";"06:30 am - 11:30 am  04:00 pm - 10:00 pm";"06:30 am - 11:30 am  04:00 pm - 10:00 pm";"06:30 am - 11:30 am  04:00 pm - 10:00 pm";"06:30 am - 11:30 am  04:00 pm - 10:00 pm";"06:30 am - 11:30 am  04:00 pm - 10:00 pm";"06:30 am - 11:30 am  04:00 pm - 10:00 pm";"06:30 am - 11:30 am  04:00 pm - 10:00 pm"
920;"Pegassus Fit life Gym";"+(91)-11-25254728";"431, Basement, Bhera enclave, Paschim Vihar, Delhi - 110063, Opp. Radisson Blu Hotel(Map)";"3.0";"2";"2007";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
921;"Shape n shine";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
922;"The X Gym";"+(91)-11-45532536";"B-1/10, Paschim Vihar Road, Paschim Vihar, Delhi - 110063, Near PC Jewellers(Map)";"4.0";"1";"2010";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"Closed"
923;"Body Booster Gym";"+(91)-9871556123";"B-18, Dayanand Colony, Lajpat Nagar 4-Lajpat Nagar, Delhi - 110024(Map)";"Null";"0";"2008";"javascript:void(0);";"06:30 am - 12:00 pm  04:30 am - 10:30 pm";"06:30 am - 12:00 pm  04:30 am - 10:30 pm";"06:30 am - 12:00 pm  04:30 am - 10:30 pm";"06:30 am - 12:00 pm  04:30 am - 10:30 pm";"06:30 am - 12:00 pm  04:30 am - 10:30 pm";"06:30 am - 12:00 pm  04:30 am - 10:30 pm";"05:30 am - 05:30 am  04:30 am - 10:30 pm"
924;"STEEL GYM";"+(91)-8826678078";"1st Floor 17, Naresh Park, Najafgarh road, Nangloi, Delhi - 110041, near satya Bhama hospital(Map)";"4.0";"6";"2014";"javascript:void(0);";"05:30 am - 12:00 pm  04:30 pm - 09:30 pm";"05:30 am - 12:00 pm  04:30 pm - 09:30 pm";"05:30 am - 12:00 pm  04:30 pm - 09:30 pm";"05:30 am - 12:00 pm  04:30 pm - 09:30 pm";"05:30 am - 12:00 pm  04:30 pm - 09:30 pm";"05:30 am - 12:00 pm  04:30 pm - 09:30 pm";"05:30 am - 11:00 am  04:30 pm - 09:30 pm"
925;"O2 CLUB WELLNESS INDIA PVT LTD";"+(91)-11-40565202";"O-17, veer sawarkar marg, Lajpat Nagar, Delhi - 110024, near pind baluchi(Map)";"Null";"0";"2012";"http://www.o2groupindia.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"04:00 am - 08:00 pm"
926;"Exotic The Gym";"+(91)-11-65413158";"2nd Flr,Choudhary Balbir Singh Cplx, Paschim Vihar, Delhi - 110063, Jwala Heri Mkt(Map)";"3.9";"9";"Cash";"javascript:void(0);";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm"
927;"Cuts and curves";"+(91)-9971179151";"g-66a Lower ground floor, main road, Kalkaji, Delhi - 110019, near L block golchakkar(Map)";"4.0";"1";"2015";"javascript:void(0);";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 02:00 pm"
928;"P ACADEMY GYM";"+(91)-9716268665";"25/1 basement, East Patel Nagar, Delhi - 110008, Near dominos(Map)";"Null";"0";"2009";"Null";"06:30 am - 12:30 am  05:00 am - 11:00 pm";"06:30 am - 12:30 am  05:00 am - 11:00 pm";"06:30 am - 12:30 am  05:00 am - 11:00 pm";"06:30 am - 12:30 am  05:00 am - 11:00 pm";"06:30 am - 12:30 am  05:00 am - 11:00 pm";"06:30 am - 12:30 am  05:00 am - 11:00 pm";"06:30 am - 12:30 am  05:00 am - 11:00 pm"
929;"Oxgigen";"+(91)-9999888486";"S No- B/25, Greater Kailash, Delhi - 110048, Nr, Savitri Cinema(Map)";"4.0";"2";"CashCheques";"Null";"05:30 am - 06:30 pm";"05:30 am - 06:30 pm";"05:30 am - 06:30 pm";"05:30 am - 06:30 pm";"05:30 am - 06:30 pm";"05:30 am - 06:30 pm";"Closed"
930;"The Gym Health Care";"+(91)-11-43071440";"A6/5, Petrol Pump Rd, Paschim Vihar, Delhi - 110063, Nr Sagar Ratna Restaurant(Map)";"3.9";"19";"2009";"javascript:void(0);";"05:30 am - 10:00 am  05:00 pm - 09:00 pm";"05:30 am - 10:00 am  05:00 pm - 09:00 pm";"05:30 am - 10:00 am  05:00 pm - 09:00 pm";"05:30 am - 10:00 am  05:00 pm - 09:00 pm";"05:30 am - 10:00 am  05:00 pm - 09:00 pm";"05:30 am - 10:00 am  05:00 pm - 09:00 pm";"05:30 am - 10:00 am  05:00 pm - 09:00 pm"
931;"The gym health club";"+(91)-9811419287";"Shop no. 6/15, East Patel Nagar, Delhi - 110008, Near metro station(Map)";"Null";"0";"Cash";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
932;"Kailash Health Village";"+(91)-11-33078609";"C 38, Noida Sector 62, Noida - 201309(Map)";"3.6";"23";"2010";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 08:00 pm"
933;"Ramagya Sports Academy";"+(91)-11-33063258";"E 7, Noida Sector 50, Noida - 201307(Map)";"4.1";"184";"1998";"http://www.ramagyasportsacademy.in";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm"
934;"IDEAL BODY GYM";"+(91)-9718628050";"Shop no 1, floor no 5th, Alpha 1st commercial belt, Greater Noida, Noida - 201310, Above dominos(Map)";"5.0";"1";"2009";"javascript:void(0);";"06:00 am - 09:00 am  05:00 pm - 09:00 pm";"06:00 am - 09:00 am  05:00 pm - 09:00 pm";"06:00 am - 09:00 am  05:00 pm - 09:00 pm";"06:00 am - 09:00 am  05:00 pm - 09:00 pm";"06:00 am - 09:00 am  05:00 pm - 09:00 pm";"06:00 am - 09:00 am  05:00 pm - 09:00 pm";"05:30 am - 05:30 am  05:00 pm - 09:00 pm"
935;"Fitness Mantra";"+(91)-11-33981805";"C 4, Noida Sector 51, Noida - 201307, Next To Srs Value Bazar(Map)";"4.1";"15";"2010";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
936;"Fitness 52";"+(91)-11-33069179";"B 27, Shatabdi Vihar Road, Noida Sector 52, Noida - 201307, Near Community Centre(Map)";"4.8";"5";"2010";"http://www.fitness52gym.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"09:00 am - 05:00 pm"
937;"Get Fit N Fine";"+(91)-9560133515";"B-1/35, Noida Sector 50, Noida - 201307, Near ICICI Bank,Central Market";"3.8";"4";"2000";"Null";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 04:00 pm"
938;"WorkOutz Gym";"+(91)-9873133922";"F 1, Nilgiri Hill Public School, Noida Sector 50, Noida - 201307, Nr Sector 51 Kendra Vihar Society(Map)";"4.5";"52";"2008";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"07:00 am - 11:00 pm"
939;"THE BULLS GYM";"+(91)-9990505805";"I-67, I Block , Noida Sector 41, Noida - 201303(Map)";"Null";"0";"2014";"Null";"06:30 am - 11:00 am  04:00 pm - 10:00 pm";"06:30 am - 11:00 am  04:00 pm - 10:00 pm";"06:30 am - 11:00 am  04:00 pm - 10:00 pm";"06:30 am - 11:00 am  04:00 pm - 10:00 pm";"06:30 am - 11:00 am  04:00 pm - 10:00 pm";"06:30 am - 11:00 am  04:00 pm - 10:00 pm";"05:30 am - 05:30 am  05:30 am - 10:00 pm"
940;"Life Fit";"+(91)-9999244009";"B-85a, Noida, Noida - 201008, Sec-47";"4.0";"5";"Cash";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
941;"Gold Star Gym And Personal Fit...";"+(91)-9990004909";"Plot No-101, Noida Sector 82, Noida - 201304, Behind Vds Market/Sector 110 Market(Map)";"4.0";"5";"Security Services Fo";"javascript:void(0);";"04:30 am - 11:00 am  04:00 pm - 10:30 pm";"04:30 am - 11:00 am  04:00 pm - 10:30 pm";"04:30 am - 11:00 am  04:00 pm - 10:30 pm";"04:30 am - 11:00 am  04:00 pm - 10:30 pm";"04:30 am - 11:00 am  04:00 pm - 10:30 pm";"04:30 am - 11:00 am  04:00 pm - 10:30 pm";"04:30 am - 11:00 am  04:00 pm - 10:30 pm"
942;"Hyper Gym";"+(91)-8375953456";"E 210,Sf,krishana apra plaza, Alpha1 commercial belt, Greater Noida, Noida - 201310, Near icici bank(Map)";"4.5";"2";"2013";"http://www.hyperfitness.in";"06:00 am - 10:00 am  03:00 pm - 10:00 pm";"06:00 am - 10:00 am  03:00 pm - 10:00 pm";"06:00 am - 10:00 am  03:00 pm - 10:00 pm";"06:00 am - 10:00 am  03:00 pm - 10:00 pm";"06:00 am - 10:00 am  03:00 pm - 10:00 pm";"06:00 am - 10:00 am  03:00 pm - 10:00 pm";"Closed"
943;"X Factor Gym";"+(91)-120-4232304";"D-13,Basement, Noida Sector 52, Noida - 201307(Map)";"3.6";"7";"2006";"javascript:void(0);";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"Closed"
944;"The Fitness Gym";"+(91)-9540533466";"Rn-37,sec-62, Noida Sector 62, Noida - 201309, Near-B Block Mkt & Gunjan Play School(Map)";"4.3";"4";"CashCheques";"javascript:void(0);";"05:30 am - 10:30 am";"05:30 am - 10:30 am";"05:30 am - 10:30 am";"05:30 am - 10:30 am";"05:30 am - 10:30 am";"05:30 am - 10:30 am";"Closed"
945;"Fitness gym &spa";"+(91)-7838656685";"C-4 , Sector-51 mkt., Noida Sector 50, Noida - 201307, Behind srs value bazaar(Map)";"Null";"0";"CashCredit CardAmeri";"javascript:void(0);";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm"
946;"Way Fitness Academy";"+(91)-11-39512764";"C-119,Basement, Noida Sector 41, Noida - 201303";"4.4";"12";"Cash";"http://www.wayfitnessacademy.com";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
947;"DasBiorhythm";"+(91)-9199108839";"1st Floor, NIMT Hospital , Knowledge Park 1, Greater Noida, Noida - 201310, Near Pari Chowk(Map)";"4.7";"6";"GymnasiumsYoga Class";"http://www.dasbiorhythm.in";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
948;"Body Temple Fitness For Gents ...";"+(91)-9311333538";"Main Road, Bhangel, Noida - 201304(Map)";"4.0";"3";"Cash";"javascript:void(0);";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm"
949;"Max Power Gym";"+(91)-9582680660";"Saifiu Market, Surajpur, Greater Noida, Greater Noida, Greater Noida, Noida - 201310";"5.0";"2";"GymnasiumsGymnasium ";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
950;"IRON HEALTH CLUB";"+(91)-9350309139";"Shop no 35, R.s plaza , RAMPUR JAGIR ,BETA-1, Greater Noida, Noida - 201310, Near to POOL(Map)";"3.0";"2";"2013";"javascript:void(0);";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am";"06:00 am - 11:00 am"
951;"Fitness 44 unisex gym";"+(91)-7503832969";"Plot no.1, Noida Sector 44, Noida - 201303, NR omexe appartment.(Map)";"Null";"0";"2012";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"Closed"
952;"Life fit gym";"+(91)-9311333538";"CMC mkt. , Main dadari road, Noida Sector 49, Noida - 201303, Near union bank of India(Map)";"4.0";"5";"2007";"javascript:void(0);";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"Closed"
953;"Vikrant Palace";"+(91)-120-6493873";"Noida Sector 126, Noida - 201303, Opposite Amity University Gate No 2, Raipur(Map)";"4.3";"8";"Facilities :GymResta";"http://www.vikrantpalace.com";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm"
954;"Body Fitness Gym";"+(91)-7503636640";"Noida Sector 45, Noida - 201303, Sadarpur Colony, Near Chetram Inter College, Gautam Budh Nagar(Map)";"3.8";"4";"2012";"Null";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
955;"Workouts gym";"+(91)-9711161632";"Sadarpur Colony, Noida Sector 45, Noida - 201303(Map)";"3.3";"3";"Cash";"Null";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm"
956;"Guys and Dolls";"+(91)-9999900025";"J-180,gaama 2, Greater Noida, Noida - 201310, Gama Second , Amritpuram , Jagat Farms(Map)";"4.0";"2";"2011";"javascript:void(0);";"05:30 am - 09:30 am  05:00 pm - 10:00 am";"05:30 am - 09:30 am  05:00 pm - 10:00 am";"05:30 am - 09:30 am  05:00 pm - 10:00 am";"05:30 am - 09:30 am  05:00 pm - 10:00 am";"05:30 am - 09:30 am  05:00 pm - 10:00 am";"05:30 am - 09:30 am  05:00 pm - 10:00 am";"05:30 am - 09:30 am  05:00 pm - 10:00 am"
957;"The body fitness gym";"+(91)-9811437777";"Salarpur opp bajaj agency, Noida Sector 107, Noida - 201304(Map)";"2.5";"2";"Cash";"Null";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm"
