"id";"name";"mobile";"address";"rating";"votes";"established";"website";"mon_time";"tues_time";"wed_time";"thurs_time";"fri_time";"sat_time";"sun_time"
139;"Delhi Academy Of Music & Dance";"+(91)-9717058535";"E-281 Basement, Greater Kailash II, Delhi - 110048, Near M Block Market";"Null";"0";"2010";"javascript:void(0);";"12:00 pm - 09:00 pm";"12:00 pm - 09:00 pm";"12:00 pm - 09:00 pm";"12:00 pm - 09:00 pm";"12:00 pm - 09:00 pm";"12:00 pm - 09:00 pm";"12:00 pm - 09:00 pm"
140;"Natraj dance and music class";"+(91)-8586892880";"F-3/38, Main road, Sangam Vihar, Delhi - 110080, Shiv Durga Mandir(Map)";"Null";"0";"2012";"javascript:void(0);";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm"
141;"Cobrasgym Kickboxing Muay Thai...";"Null";"10/245, Greater Kailash II, Delhi - 110048, S-Blk(Map)";"Null";"0";"Cash";"Null";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"Closed"
142;"World Finger Kune do Kung";"+(91)-9718912474";"509, St No. 14, Maujpur, Delhi - 110053, Vijay Park";"Null";"0";"Cash";"Null";"08:00 am - 09:00 pm";"08:00 am - 09:00 pm";"08:00 am - 09:00 pm";"08:00 am - 09:00 pm";"08:00 am - 09:00 pm";"08:00 am - 09:00 pm";"08:00 am - 09:00 pm"
143;"Sanjay Kumar (Martial Arts )";"+(91)-11-26042606";"B-917, Rampat Wali Gali, Sangam Vihar, Delhi - 110080, Near Rock Gym";"5.0";"3";"Martial Art Training";"javascript:void(0);";"05:30 am - 07:00 am  05:00 pm - 08:00 pm";"05:30 am - 07:00 am  05:00 pm - 08:00 pm";"05:30 am - 07:00 am  05:00 pm - 08:00 pm";"05:30 am - 07:00 am  05:00 pm - 08:00 pm";"05:30 am - 07:00 am  05:00 pm - 08:00 pm";"05:30 am - 07:00 am  05:00 pm - 08:00 pm";"05:30 am - 07:00 am  05:00 pm - 08:00 pm"
144;"ERIC TAEKWONDO ACADEMY";"+(91)-9810207511";"No. 782, Devli Village, Khanpur, Delhi - 110062";"Null";"0";"2010";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";""
145;"Global School Of Martial Arts";"+(91)-9654250485";"Pushp Vihar Sector 7, Delhi - 110017, Model Park";"5.0";"3";"2015";"javascript:void(0);";"05:00 pm - 08:00 pm  06:00 am - 09:00 am";"05:00 pm - 08:00 pm  06:00 am - 09:00 am";"05:00 pm - 08:00 pm  06:00 am - 09:00 am";"05:00 pm - 08:00 pm  06:00 am - 09:00 am";"05:00 pm - 08:00 pm  06:00 am - 09:00 am";"05:00 pm - 08:00 pm  06:00 am - 09:00 am";"05:00 pm - 08:00 pm  06:00 am - 09:00 am"
146;"Cushy Win Martial Art";"+(91)-9899386542";"39/9, Matke Wali Gali, Jaffrabad, Delhi - 110053, Near Primary School";"Null";"0";"1985";"javascript:void(0);";"06:00 am - 08:00 am  06:30 pm - 08:30 pm";"06:00 am - 08:00 am  06:30 pm - 08:30 pm";"06:00 am - 08:00 am  06:30 pm - 08:30 pm";"06:00 am - 08:00 am  06:30 pm - 08:30 pm";"06:00 am - 08:00 am  06:30 pm - 08:30 pm";"06:00 am - 08:00 am  06:30 pm - 08:30 pm";"Closed"
147;"The steps";"+(91)-9718470629";"C 71 jawahar park, Khanpur, Delhi - 110062(Map)";"Null";"0";"2006";"Null";"06:30 am - 07:30 pm";"06:30 am - 07:30 pm";"06:30 am - 07:30 pm";"06:30 am - 07:30 pm";"06:30 am - 07:30 pm";"06:30 am - 07:30 pm";"06:30 am - 07:30 pm"
148;"WARRIORS COMBAT MARTIAL ARTS";"+(91)-8588981567";"294, SOUTH DELHI, Sadiq Nagar, Delhi - 110049, SOUTH DELHI";"Null";"0";"CashCheques";"http://www.taekwondodelhi.com";"12:00 am - 11:59 pm";"04:00 am - 09:00 am";"04:00 am - 09:00 am";"04:30 am - 09:00 am";"05:00 am - 09:00 am";"05:00 am - 09:00 am";"05:30 am - 09:00 am"
149;"MTA academy";"+(91)-9873274011";"shop no. G-7, masjid moth, South Extension 2, Delhi - 110049, Leela ram market(Map)";"Null";"0";"2015";"Null";"05:00 am - 06:00 am";"05:00 am - 06:00 am";"05:00 am - 06:00 am";"05:00 am - 06:00 am";"05:00 am - 06:00 am";"05:00 am - 06:00 am";"05:00 am - 06:00 am"
150;"R.D.M.A";"+(91)-11-22942229";"J-281/37, 7, Usmanpur, Delhi - 110053, Vijay Coloney Usmanpur(Map)";"Null";"0";"2001";"Null";"10:00 am - 06:30 pm";"10:00 am - 06:30 pm";"10:00 am - 06:30 pm";"10:00 am - 06:30 pm";"10:00 am - 06:30 pm";"10:00 am - 06:30 pm";"Closed"
151;"Himanshu Art Institute Profess...";"+(91)-9897401099";"Shop No- 5a & 6a, Gandhi Market, Modi Nagar, Ghaziabad - 201204, Opposite Bus Stand";"1.0";"1";"Arts & Crafts Classe";"javascript:void(0);";"09:30 am - 07:00 pm";"09:30 am - 07:00 pm";"09:30 am - 07:00 pm";"09:30 am - 07:00 pm";"09:30 am - 07:00 pm";"09:30 am - 07:00 pm";"Closed"
152;"Taekwondo sports academy";"+(91)-9818881928";"4 club road,anupam garden, Ignou road, Sainik Farms, Delhi - 110062, Fuel gym";"Null";"0";"1992";"javascript:void(0);";"06:00 am - 08:00 am  06:00 pm - 08:00 pm";"06:00 am - 08:00 am  06:00 pm - 08:00 pm";"06:00 am - 08:00 am  06:00 pm - 08:00 pm";"06:00 am - 08:00 am  06:00 pm - 08:00 pm";"06:00 am - 08:00 am  06:00 pm - 08:00 pm";"06:00 am - 08:00 am  06:00 pm - 08:00 pm";"Closed"
153;"New Delhi Aikido";"+(91)-11-29544860";"C-101/C,2nd Flr, Malviya Nagar, Delhi - 110017, Right Side,Panchsheel Vhr(Map)";"Null";"0";"ClubsMartial Art Tra";"javascript:void(0);";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"Closed"
154;"Suman Gogi";"+(91)-11-26689118";"Hauz Rani Govt School, Malviya Nagar, Delhi - 110017(Map)";"Null";"0";"Timing : 4 To 7pm";"Null";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"Closed"
155;"Delhi Taekwondo Training Academy";"+(91)-8860553257";"Saket, Delhi - 110017, near saket metro";"5.0";"2";"2005";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
156;"The Vayayam Club";"+(91)-9560563231";"a 329, bunshar colony, Chandni Chowk, Delhi - 110006, ashok vihat 2(Map)";"4.0";"1";"1985";"javascript:void(0);";"07:00 am - 09:00 am  04:00 pm - 07:00 pm";"07:00 am - 09:00 am  04:00 pm - 07:00 pm";"07:00 am - 09:00 am  04:00 pm - 07:00 pm";"07:00 am - 09:00 am  04:00 pm - 07:00 pm";"07:00 am - 09:00 am  04:00 pm - 07:00 pm";"07:00 am - 09:00 am  04:00 pm - 07:00 pm";"Closed"
157;"Delhi Kungfu Club";"+(91)-9582754191";"Safdarjung Enclave, Delhi - 110029, Near Green Park Metro Station & Safdarjung Enclave or Rk Khanna Tennis Stadium, Deer Park, Opposite";"5.0";"1";"Cash";"javascript:void(0);";"Closed";"Closed";"Closed";"Closed";"Closed";"05:00 pm - 06:30 pm";"05:00 pm - 06:30 pm"
158;"Kombat Fitness Academy";"+(91)-9711066855";"District Park, Africa Avenue, Hauz Khas, Delhi - 110016(Map)";"4.0";"4";"Cash";"javascript:void(0);";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm"
159;"Institute of Martial Arts";"+(91)-7065811998";"G-8, Lower Ground Floor, Hauz khas Market, Hauz Khas, Delhi - 110016, Below HDFC Bank";"Null";"0";"2015";"http://www.instituteofmartialarts.co.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
160;"Goldi taekando";"+(91)-9540085078";"F2, Main road, Katwaria Sarai, Delhi - 110016(Map)";"1.0";"1";"2006";"Null";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"Closed"
161;"Tong IL Moo Do Association";"+(91)-9312403692";"Malik Palace 1st Flr, Loni, Ghaziabad - 201102, Na Info Solution";"Null";"0";"Martial Art Training";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
162;"BLACK TAEK.";"+(91)-9810663411";"A-93/2., Nanda Hospital Wali Gali ., Chattarpur, Delhi - 110074, Nanda Hospital.(Map)";"Null";"0";"2009";"javascript:void(0);";"08:30 am - 08:30 pm";"08:30 am - 08:30 pm";"08:30 am - 08:30 pm";"08:30 am - 08:30 pm";"08:30 am - 08:30 pm";"08:30 am - 08:30 pm";"08:30 am - 08:30 pm"
163;"Shao Lin Martial Arts";"+(91)-9278741680";"Lado Sarai-Mehrauli, Delhi - 110030, Nr Maharaja Arts(Map)";"5.0";"4";"Martial Art Training";"http://www.simaa.info.ms";"06:00 am - 07:00 am";"06:00 am - 07:00 am";"06:00 am - 07:00 am";"06:00 am - 07:00 am";"06:00 am - 07:00 am";"Closed";"Closed"
164;"Delhi Fight Club";"+(91)-9650053099";"11, Silver Oak Farms, Road No., Ghitorni, Delhi - 110030, Take Road Opposite Pillar 147, Near Bakshi Farm";"Null";"0";"2012";"http://www.delhifightclub.com";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
165;"Abdul Samad Martial Art";"+(91)-9313382359";"Plot No K-13a ,Basement, Pipal Wali Gali, Malviya Nagar, Delhi - 110007, Khirki Extension(Map)";"Null";"0";"Cash";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
166;"Extreme Martial Arts";"+(91)-9818901007";"C-85/3, Hanuman Market, Munirka, Delhi - 110067, Hanuman Mandir(Map)";"Null";"0";"2011";"javascript:void(0);";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"07:00 am - 10:00 am"
167;"Sachin Gupta";"+(91)-8800223432";"160a, Munirka, Delhi - 110067";"Null";"0";"2004";"Null";"05:00 pm - 06:00 pm  06:00 pm - 07:00 pm";"05:00 pm - 06:00 pm  06:00 pm - 07:00 pm";"05:00 pm - 06:00 pm  06:00 pm - 07:00 pm";"05:00 pm - 06:00 pm  06:00 pm - 07:00 pm";"05:00 pm - 06:00 pm  06:00 pm - 07:00 pm";"05:00 pm - 06:00 pm  06:00 pm - 07:00 pm";"Closed"
168;"Dany Martial Arts";"+(91)-9711780482";"House No-156, Moti Bagh, Delhi - 110021, North Moti Bagh, F Block";"4.0";"1";"2005";"javascript:void(0);";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm"
169;"Aerobic & Kick Boxing";"+(91)-9268766629";"B-7/19, Vasant Vihar, Delhi - 110057, Safdarjung Enclave(Map)";"4.0";"3";"Aerobic ClassesDieti";"javascript:void(0);";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm"
170;"Tiger Takewondo Club";"+(91)-9911989866";"15, Teachers Quarters, Anand Parbat, Delhi - 110005, Ramjas(Map)";"5.0";"3";"2008";"javascript:void(0);";"09:00 am - 08:00 pm";"09:00 am - 08:00 pm";"09:00 am - 08:00 pm";"09:00 am - 08:00 pm";"09:00 am - 08:00 pm";"09:00 am - 08:00 pm";"Closed"
171;"International Karate Federatio...";"+(91)-9811397530";"4b, The Srijan School, Model Town North Ex, Model Town, Delhi - 110009(Map)";"4.1";"40";"1989";"http://www.ikfikarate.com";"05:00 pm - 07:00 pm";"05:00 pm - 07:00 pm";"05:00 pm - 07:00 pm";"05:00 pm - 07:00 pm";"05:00 pm - 07:00 pm";"05:00 pm - 07:00 pm";"Closed"
172;"Beauty craft center";"+(91)-9873571945";"G-31, central market , Ashok Vihar I-Ashok Vihar, Delhi - 110052, near post office(Map)";"Null";"0";"2008";"Null";"Closed";"11:00 am - 08:00 pm";"11:00 am - 08:00 pm";"11:00 am - 08:00 pm";"11:00 am - 08:00 pm";"11:00 am - 08:00 pm";"11:00 am - 08:00 pm"
173;"olympia martial art academy";"+(91)-7827394425";"3rd floor goswami aata chakki, street no-31, Sant Nagar, Delhi - 110084, shiv mandir";"5.0";"12";"2014";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
174;"PriceODeal Services Private Li...";"+(91)-8860070407";"B-290 2nd Floor, Street No-3, Adarsh Nagar, Delhi - 110033, Near Metro Station, Majlis Park";"5.0";"1";"Also ProvidesDance C";"http://www.priceodeal.com";"08:00 am - 08:00 pm";"08:00 am - 08:00 pm";"08:00 am - 08:00 pm";"08:00 am - 08:00 pm";"08:00 am - 08:00 pm";"08:00 am - 08:00 pm";"08:00 am - 08:00 pm"
175;"Yoga Therapy For All";"+(91)-11-27476861";"A F/16 D, Shalimar Bagh, Delhi - 110088, Near Prabhu Dayal School(Map)";"Null";"0";"Cash";"javascript:void(0);";"09:00 am - 07:00 pm";"09:00 am - 07:00 pm";"09:00 am - 07:00 pm";"09:00 am - 07:00 pm";"09:00 am - 07:00 pm";"09:00 am - 07:00 pm";"Closed"
176;"Maximum Strength Karate Class";"+(91)-8802054274";"A-56, Main Road, Burari, Delhi - 110084";"5.0";"2";"Cash";"javascript:void(0);";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"Closed"
177;"Black Belt Dojang";"+(91)-9268390802";"386, K-block, Galindo. 8, Mahipalpur, Delhi - 110037, Rangpuri road ,labour chock(Map)";"Null";"0";"2015";"javascript:void(0);";"08:00 am - 10:00 pm";"08:00 am - 10:00 pm";"08:00 am - 10:00 pm";"08:00 am - 10:00 pm";"08:00 am - 10:00 pm";"08:00 am - 10:00 pm";"08:00 am - 10:00 pm"
178;"Academy Of Combative Arts";"+(91)-8826837755";"GL- 26, Jail Road, Hari Nagar, Delhi - 110064, Om Sweets";"Null";"0";"2010";"http://www.indiajkd.com";"07:00 am - 09:30 am  05:30 pm - 07:30 pm";"07:00 am - 09:30 am  05:30 pm - 07:30 pm";"07:00 am - 09:30 am  05:30 pm - 07:30 pm";"05:30 am - 05:30 am  05:30 pm - 07:30 pm";"07:00 am - 09:30 am  05:30 pm - 07:30 pm";"07:00 am - 09:30 am  05:30 pm - 07:30 pm";"Closed"
179;"Karate Mixed Martial Arts Kick...";"+(91)-9999053185";"Rajouri Garden, Rajouri Garden, Delhi - 110027, Rajouri Garden Metro Station(Map)";"4.0";"5";"1992";"http://www.martial-art.in";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am"
180;"Shri Akal Shatra Vidya Academy";"+(91)-9990742001";"B-E Block, Hari Nagar, Delhi - 110064, Singh Sabha Gurudwara";"Null";"0";"Cash";"javascript:void(0);";"08:00 pm - 09:30 pm";"08:00 pm - 09:30 pm";"08:00 pm - 09:30 pm";"08:00 pm - 09:30 pm";"08:00 pm - 09:30 pm";"08:00 pm - 09:30 pm";"08:00 pm - 09:30 pm"
181;"Sensei Ashwani Yadav Karate Cl...";"+(91)-11-33428529";"D-34 Kali mata mandir, puspanjali enclave, Pitampura, Delhi - 110034, Near-gurdwara(Map)";"4.0";"1";"1997";"http://www.ikfikarate.com";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"05:30 am - 05:30 am"
182;"LU Tran Kung-FU Association";"+(91)-9971867271";"C-2b, Janakpuri, Delhi - 110058, Near Bharti College, District Park(Map)";"5.0";"5";"Martial Art Training";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"10:00 am - 08:00 pm"
183;"Abin Academy Of Martial Arts";"+(91)-9210625908";"S 3117, Mg Road, Dlf City Phase III Gurgaon, Gurgaon - 122010, Opposite Neelkanth Hospital(Map)";"4.1";"10";"2002";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
184;"Tachi Judo Club";"+(91)-11-33746997";"B 1, Shopping Centre, Tagore Garden, Delhi - 110027(Map)";"5.0";"1";"2000";"javascript:void(0);";"06:00 am - 08:30 pm";"06:00 am - 08:30 pm";"06:00 am - 08:30 pm";"06:00 am - 08:30 pm";"06:00 am - 08:30 pm";"Closed";"Closed"
185;"Buddha martal art fedration";"+(91)-9650191630";"Shop no.-233, Pitampura, Pitampura, Delhi - 110034, Pitampura Metro Station(Map)";"4.5";"2";"Cash";"http://www.buddhamartalartfedereation.com";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
186;"Fitness Kick Off";"+(91)-11-33058309";"244, Sainik Vihar, Pitampura, Delhi - 110034, Opposite Central School(Map)";"Null";"0";"2014";"http://www.fitnesskickoff.com";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
187;"Nava Buddha Sports Federation";"Null";"Shop-218, Pitampura, Delhi - 110034, Near Rama Market(Map)";"5.0";"1";"Cash";"Null";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"06:00 am - 07:00 pm";"Closed";"Closed"
188;"Simna Martial Arts Org";"+(91)-9718217770";"Rz-140a/253, St No. 2, Sagarpur West, Delhi - 110046, Nr Mazjid Rd, Jagdamba Vihar";"3.5";"2";"CashCheques";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
189;"Career Matrix";"+(91)-11-27055978";"265/H-17, 3rd Floor, Rohini, Delhi - 110085, Near Rohini West Metro Station, Opposite Metro Pilar Number- 425(Map)";"4.3";"3";"2013";"http://www.careermatrix.info";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm"
190;"kickboxingf1";"+(91)-9599518813";"rzd , 3/180, 7, Mahavir Enclave, Delhi - 110045, shemrock pre school";"Null";"0";"Cash";"http://www.kickboxingf1.com";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
191;"the biggest gym";"+(91)-9911752573";"House 35, Gurgaon, Gurgaon - 122002, vaypar kendra";"Null";"0";"2014";"Null";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm"
192;"Martial Arts & Fitness Trainin...";"+(91)-9968407171";"BLOCK A6, RAJIV GANDHI PARK, Paschim Vihar, Delhi - 110063, BACK SIDE ST. MATHEWS SCHOOL";"4.0";"2";"2007";"http://https://www.facebook.com/maft.studio";"06:00 am - 08:00 am";"06:00 am - 07:00 am";"06:00 am - 08:00 am";"06:00 am - 07:00 am";"06:00 am - 08:00 am";"06:00 am - 07:00 am";"07:00 am - 12:00 pm"
193;"Self Defence Fitness Council";"+(91)-11-25552937";"Office Number-C-5d/2B, Janakpuri, Delhi - 110058, Behind Janak Picture Hall";"Null";"0";"2010";"Null";"06:30 am - 08:00 am  05:00 pm - 06:30 pm";"06:30 am - 08:00 am  05:00 pm - 06:30 pm";"06:30 am - 08:00 am  05:00 pm - 06:30 pm";"06:30 am - 08:00 am  05:00 pm - 06:30 pm";"06:30 am - 08:00 am  05:00 pm - 06:30 pm";"06:30 am - 08:00 am  05:00 pm - 06:30 pm";"Closed"
194;"Sanshinkan Martial Arts & Fitn...";"+(91)-8506887470";"Plot No-159, Gurgaon Sector 56, Gurgaon - 122011";"5.0";"1";"Cash";"javascript:void(0);";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"05:30 am - 05:30 am"
195;"Fitness With Martial Arts";"+(91)-9289817234";"B-15, Rohini Sector 11, Delhi - 110085(Map)";"Null";"0";"CashCheques";"javascript:void(0);";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"Closed"
196;"O Sport Federation Of India";"+(91)-9540663555";"B 28 G, Rohini Sector 13, Delhi - 110085, Delhi Police Society Vijeta Vihar(Map)";"5.0";"2";"Sports Company Offic";"javascript:void(0);";"09:00 am - 05:00 pm";"09:00 am - 05:00 pm";"09:00 am - 05:00 pm";"09:00 am - 05:00 pm";"09:00 am - 05:00 pm";"09:00 am - 05:00 pm";"Closed"
197;"Luthran Kunfu Association";"+(91)-9891434155";"Gh-6,New White Appartment Hno-127, Meera Bagh, Delhi - 110087, Near By Saint Mark School";"3.5";"2";"Cash";"Null";"06:00 am - 08:00 am  05:00 pm - 07:00 pm";"06:00 am - 08:00 am  05:00 pm - 07:00 pm";"06:00 am - 08:00 am  05:00 pm - 07:00 pm";"06:00 am - 08:00 am  05:00 pm - 07:00 pm";"06:00 am - 08:00 am  05:00 pm - 07:00 pm";"06:00 am - 08:00 am  05:00 pm - 07:00 pm";"06:00 am - 08:00 am  05:00 pm - 07:00 pm"
198;"Elemention Health Club";"+(91)-124-4203200";"LGF, Golf Course Road, Gurgaon, Gurgaon - 122003, Near/Before Suncity";"Null";"0";"2015";"Null";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm"
199;"Evening Home School";"+(91)-9213942260";"No. L2/47,Kangra Niketan, Outer Ring Road, New Mahavir Nagar, Vikaspuri, Delhi - 110018, Near District Center(Map)";"Null";"0";"1985";"javascript:void(0);";"03:00 pm - 09:00 pm";"03:00 pm - 09:00 pm";"03:00 pm - 09:00 pm";"03:00 pm - 09:00 pm";"03:00 pm - 09:00 pm";"03:00 pm - 09:00 pm";"Closed"
200;"Shan Mixed Martial Art & Fitne...";"+(91)-9999396387";"A-64,Chankya Place, 40 Foota Road, Uttam Nagar, Delhi - 110059, Oppo Chanan Devi Hospital(Map)";"Null";"0";"Martial Art Training";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
201;"Fitness Xperts Group";"Null";"# C 927, Ramphal Chowk, Sector - 7, Dwarka, Delhi - 110075(Map)";"3.8";"11";"CashCheques";"http://www.fxg.co.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 09:00 am"
202;"Self Defence Martial Art And P...";"+(91)-11-33069676";"rohini sports complex sec 14 , Rohini, Delhi - 110085, behind rohini coat";"4.8";"5";"2013";"http://www.selfdefenceindia.net";"07:00 am - 10:00 am  04:00 am - 08:00 pm";"07:00 am - 10:00 am  04:00 am - 08:00 pm";"07:00 am - 10:00 am  04:00 am - 08:00 pm";"07:00 am - 10:00 am  04:00 am - 08:00 pm";"07:00 am - 10:00 am  04:00 am - 08:00 pm";"07:00 am - 10:00 am  04:00 am - 08:00 pm";"07:00 am - 10:00 am  04:00 am - 08:00 pm"
203;"Goel Art & Crafts";"+(91)-11-26676780";"J-2/11, Khirki Extension, Malviya Nagar, Rohini, Delhi - 110085";"Null";"0";"Cash";"Null";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"10:00 am - 07:00 pm";"Closed"
204;"Kungfu Academy";"+(91)-11-42811125";"Grace Centre. Rz- 9 Basement, Palam Vihar, Dwarka Sector 6, Delhi - 110075, Bh Jm International School, Nr MTNL Office(Map)";"5.0";"5";"2011";"http://www.fensuikungfuacademy.webs.com";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"05:30 am - 05:30 am"
205;"Delhi Karate N Physical Fitness";"+(91)-9811697373";"Office number B-4/66, Rohini Sector 11, Delhi - 110085, Near Gurudwara, near japani park";"3.7";"9";"Cash";"javascript:void(0);";"08:00 am - 11:00 am";"08:00 am - 11:00 am";"08:00 am - 11:00 am";"08:00 am - 11:00 am";"08:00 am - 11:00 am";"08:00 am - 11:00 am";"Closed"
206;"Sanshinkan Karate International";"+(91)-9312877677";"H-7462, Vikaspuri, Delhi - 110018, Nr Kr Manglam School(Map)";"3.8";"8";"Cash";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm"
207;"Anand Kumar";"+(91)-9810011141";"A4/70, F F, Rohini Sector 4, Delhi - 110085, Opposite Mother Divine School";"4.0";"1";"Martial Art Training";"javascript:void(0);";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
208;"Varma Kalai";"+(91)-9891274107";"Dwarka Sector 10, Delhi - 110075";"Null";"0";"Martial Art Training";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
209;"Academy Of Music Cultivation A...";"+(91)-11-39517138";"J-73 B, Rajapuri, Gali Number 38, Uttam Nagar, Delhi - 110059, Near Dwarka Sector 5(Map)";"4.0";"2";"2004";"javascript:void(0);";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"Closed"
